step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
1,228,4,1.1573779782442217,0.0,0.5,1.0657771627050958,0.0,0.5138888888888888
2,392,8,1.2094512251880953,0.0,0.4423076923076923,,,
3,588,12,1.0830889016923113,0.0,0.47368421052631576,,,
4,816,16,1.001002152989739,0.0,0.4666666666666667,,,
5,1012,20,0.9463437514887119,0.0,0.5087719298245614,,,
6,1208,24,1.2298612878325912,0.0,0.5285714285714286,,,
7,1404,28,1.2675047622836777,0.0,0.44776119402985076,,,
8,1632,32,1.0644468891030814,0.0,0.4027777777777778,1.1590342152712585,0.0,0.5172413793103449
9,1796,36,1.550942635904685,0.0,0.4262295081967213,,,
10,2024,40,0.9761891908283749,0.0,0.46153846153846156,,,
11,2220,44,1.176794732783143,0.0,0.5454545454545454,,,
12,2416,48,1.0010572833712936,0.0,0.4426229508196721,,,
13,2644,52,0.830616667254223,0.0,0.5172413793103449,,,
14,2808,56,1.3362135482413215,0.0,0.4426229508196721,,,
15,3036,60,1.0348864196365215,0.0,0.46153846153846156,1.169652478934004,0.0,0.40384615384615385
16,3232,64,0.9690937703657255,0.0,0.41509433962264153,,,
17,3460,68,1.0902502315756486,0.0,0.5060240963855421,,,
18,3656,72,1.137536131281316,0.0,0.5079365079365079,,,
19,3852,76,1.2649892553821678,0.0,0.5,,,
20,4080,80,0.8848488001451708,0.0,0.5294117647058824,,,
21,4244,84,1.3386417767649983,0.0,0.4461538461538462,,,
22,4440,88,1.0380465108288186,0.0,0.3968253968253968,1.096748501627917,0.0,0.5272727272727272
23,4604,92,1.3263004130277114,0.0,0.5625,,,
24,4832,96,0.7530136054925025,0.0,0.5079365079365079,,,
25,5060,100,1.0805681413109856,0.0,0.5211267605633803,,,
26,5256,104,1.017357545998474,0.0,0.5072463768115942,,,
27,5452,108,0.951537069694488,0.0,0.49206349206349204,,,
28,5680,112,0.9904330906042922,0.0,0.547945205479452,,,
29,5876,116,1.0740884210830624,0.0,0.5,1.3085680607414663,0.0,0.4126984126984127
30,6072,120,1.093807922656227,0.0,0.5217391304347826,,,
31,6268,124,0.9707474282668651,0.0,0.5,,,
32,6464,128,1.149329990977579,0.0,0.4864864864864865,,,
33,6660,132,1.0154765527000715,0.0,0.5238095238095238,,,
34,6856,136,1.0124928734198875,0.0,0.5217391304347826,,,
35,7052,140,0.9006958806599867,0.0,0.5,,,
36,7216,144,1.028197357812951,0.0,0.5555555555555556,1.391431881407334,0.0,0.4745762711864407
37,7444,148,0.908665218861935,0.0,0.47058823529411764,,,
38,7640,152,0.8921585402288958,0.0,0.5409836065573771,,,
39,7836,156,0.8221081886607691,0.0,0.5,,,
40,8064,160,0.7595299081430962,0.0,0.5942028985507246,,,
41,8260,164,0.8842960386617571,0.0,0.5,,,
42,8456,168,0.9372749101402102,0.0,0.5245901639344263,,,
43,8684,172,0.8761772219205438,0.0,0.5,1.218905054594264,0.0,0.4838709677419355
44,8880,176,0.9460183559992932,0.0,0.5254237288135594,,,
45,9076,180,1.0457988887678993,0.0,0.4666666666666667,,,
46,9272,184,0.8691701484851363,0.0,0.4745762711864407,,,
47,9500,188,0.9221408072256638,0.0,0.5753424657534246,,,
48,9664,192,1.0039071618000033,0.0,0.5573770491803278,,,
49,9892,196,0.7757794688846961,0.0,0.5294117647058824,,,
50,10088,200,0.9023804024048939,0.0,0.5555555555555556,1.3731475568232419,0.0,0.44642857142857145
51,10284,204,1.0557196819289154,0.0,0.5074626865671642,,,
52,10448,208,0.9781038111366605,0.0,0.49122807017543857,,,
53,10644,212,0.6785785795253219,0.0,0.5789473684210527,,,
54,10840,216,0.9300837665032986,0.0,0.5671641791044776,,,
55,11036,220,0.943321584330159,0.0,0.4918032786885246,,,
56,11200,224,0.9765346465135736,0.0,0.49056603773584906,,,
57,11364,228,1.0784835545953093,0.0,0.6029411764705882,1.2430973138404926,0.0,0.4666666666666667
58,11560,232,0.8207965724361769,0.0,0.4827586206896552,,,
59,11756,236,0.9735388414451942,0.0,0.5666666666666667,,,
60,11952,240,1.1299673520974454,0.0,0.5217391304347826,,,
61,12116,244,1.091871455432738,0.0,0.5409836065573771,,,
62,12312,248,0.8198882624040418,0.0,0.5,,,
63,12508,252,0.8114451271652753,0.0,0.5645161290322581,,,
64,12704,256,0.6377670406858909,0.0,0.7121212121212122,0.9894255410792843,0.0,0.4230769230769231
65,12932,260,0.6033030432778974,0.0,0.7142857142857143,,,
66,13096,264,0.696402900505785,0.0,0.6551724137931034,,,
67,13292,268,0.6733259070276114,0.0,0.640625,,,
68,13488,272,0.6212830873835097,0.0,0.711864406779661,,,
69,13684,276,0.6922368013560571,0.0,0.6891891891891891,,,
70,13880,280,0.567931155402692,0.0,0.603448275862069,,,
71,14076,284,0.49441460944819743,0.0,0.671875,1.1196988454267436,0.0,0.4838709677419355
72,14272,288,0.595184624717126,0.0,0.6470588235294118,,,
73,14468,292,0.6091123069460234,0.0,0.6440677966101694,,,
74,14664,296,0.6045448679616461,0.0,0.6825396825396826,,,
75,14892,300,0.5399495371958835,0.0,0.6666666666666666,,,
76,15120,304,0.546445673307684,0.0,0.6461538461538462,,,
77,15316,308,0.6304641685098137,0.0,0.6031746031746031,,,
78,15480,312,0.6321605362951591,0.0,0.6271186440677966,0.8825099901745294,0.0,0.5571428571428572
79,15676,316,0.6243573410202847,0.0,0.6774193548387096,,,
80,15904,320,0.4995161165570268,0.0,0.6721311475409836,,,
81,16132,324,0.6001627630337834,0.0,0.6285714285714286,,,
82,16360,328,0.5301751283786708,0.0,0.6901408450704225,,,
83,16556,332,0.6481186648375539,0.0,0.7051282051282052,,,
84,16752,336,0.6398961398925578,0.0,0.65,,,
85,16980,340,0.46999650598590126,0.0,0.6612903225806451,0.9643207265517655,0.0,0.5606060606060606
86,17176,344,0.5641862125885647,0.0,0.65625,,,
87,17372,348,0.5464446582083791,0.0,0.5932203389830508,,,
88,17536,352,0.7789064891911115,0.0,0.696969696969697,,,
89,17700,356,0.5875356210526025,0.0,0.6153846153846154,,,
90,17928,360,0.6163860213258171,0.0,0.6486486486486487,,,
91,18124,364,0.5950172724091081,0.0,0.6933333333333334,,,
92,18320,368,0.623661153145622,0.0,0.6271186440677966,1.1479564374833537,0.0,0.543859649122807
93,18516,372,0.617676657990584,0.0,0.6190476190476191,,,
94,18680,376,0.7432585029463917,0.0,0.5818181818181818,,,
95,18844,380,0.753002553412498,0.0,0.6428571428571429,,,
96,19040,384,0.5227136885305981,0.0,0.6557377049180327,,,
97,19236,388,0.5731316035726953,0.0,0.6515151515151515,,,
98,19432,392,0.5537534454548523,0.0,0.65625,,,
99,19660,396,0.5994920228479064,0.0,0.6065573770491803,1.2438653701603473,0.0,0.41509433962264153
100,19888,400,0.5154178506893045,0.0,0.7,,,
101,20084,404,0.5517539979475675,0.0,0.6785714285714286,,,
102,20248,408,0.7144351467302011,0.0,0.6896551724137931,,,
103,20444,412,0.6184144656076228,0.0,0.6515151515151515,,,
104,20672,416,0.463847277735473,0.0,0.6857142857142857,,,
105,20868,420,0.5287269104729033,0.0,0.7285714285714285,,,
106,21064,424,0.5324315567324827,0.0,0.631578947368421,1.2979181982520276,0.0,0.55
107,21292,428,0.5083635009695578,0.0,0.6764705882352942,,,
108,21456,432,0.7314712260432202,0.0,0.6271186440677966,,,
109,21652,436,0.533308782518721,0.0,0.6417910447761194,,,
110,21880,440,0.4981709242784701,0.0,0.6857142857142857,,,
111,22044,444,0.6242795388645721,0.0,0.5892857142857143,,,
112,22272,448,0.48190448735592184,0.0,0.6805555555555556,,,
113,22500,452,0.6088970214993717,0.0,0.6231884057971014,1.3233742168471871,0.0,0.42105263157894735
114,22664,456,0.6599378502590216,0.0,0.6557377049180327,,,
115,22860,460,0.500528856187864,0.0,0.6909090909090909,,,
116,23056,464,0.5600526828831638,0.0,0.6140350877192983,,,
117,23252,468,0.5155115582696632,0.0,0.7014925373134329,,,
118,23448,472,0.7615874338762219,0.0,0.6571428571428571,,,
119,23644,476,0.6124881493205638,0.0,0.6153846153846154,,,
120,23808,480,0.5378584910139967,0.0,0.6346153846153846,1.2606123573768548,0.0,0.5692307692307692
121,24004,484,0.6896868405344956,0.0,0.671875,,,
122,24200,488,0.6586758727314115,0.0,0.543859649122807,,,
123,24428,492,0.4610766571150091,0.0,0.7142857142857143,,,
124,24592,496,0.778926954026404,0.0,0.6923076923076923,,,
125,24788,500,0.6227710379809992,0.0,0.6507936507936508,,,
126,24984,504,0.3172687923894273,0.0,0.7321428571428571,,,
127,25212,508,0.3172351699530864,0.0,0.6833333333333333,1.2335213688075197,0.0,0.410958904109589
128,25408,512,0.3925569431248391,0.0,0.7761194029850746,,,
129,25604,516,0.31874533804554894,0.0,0.7894736842105263,,,
130,25800,520,0.41129809299709447,0.0,0.7241379310344828,,,
131,26028,524,0.391523222965785,0.0,0.7681159420289855,,,
132,26224,528,0.38849668956040473,0.0,0.8311688311688312,,,
133,26452,532,0.31765400145096284,0.0,0.7777777777777778,,,
134,26648,536,0.365843965206071,0.0,0.8064516129032258,1.3094310665014564,0.0,0.4807692307692308
135,26844,540,0.37898718066880793,0.0,0.8135593220338984,,,
136,27040,544,0.42028421370719116,0.0,0.78125,,,
137,27236,548,0.30580065898029146,0.0,0.7884615384615384,,,
138,27400,552,0.48846497429182034,0.0,0.6981132075471698,,,
139,27596,556,0.3835754036667831,0.0,0.7241379310344828,,,
140,27792,560,0.27548432465724493,0.0,0.8676470588235294,,,
141,27956,564,0.38872376880942516,0.0,0.765625,0.93072916121451,0.0,0.5942028985507246
142,28152,568,0.28827032740441605,0.0,0.7543859649122807,,,
143,28348,572,0.30444511770670224,0.0,0.8225806451612904,,,
144,28512,576,0.4585528420552192,0.0,0.765625,,,
145,28708,580,0.35757570083250695,0.0,0.7741935483870968,,,
146,28904,584,0.33695390632518923,0.0,0.8,,,
147,29132,588,0.2740476813692705,0.0,0.7971014492753623,,,
148,29296,592,0.45359740165255974,0.0,0.75,1.3582097846848775,0.0,0.4444444444444444
149,29492,596,0.30849217268503065,0.0,0.7627118644067796,,,
150,29688,600,0.39214649499347637,0.0,0.8088235294117647,,,
151,29884,604,0.323530004373556,0.0,0.8157894736842105,,,
152,30048,608,0.38282927826948154,0.0,0.8333333333333334,,,
153,30212,612,0.37664047852786103,0.0,0.8305084745762712,,,
154,30440,616,0.3270704733924355,0.0,0.8205128205128205,,,
155,30636,620,0.3046364950711556,0.0,0.7692307692307693,1.3919968602832298,0.0,0.5254237288135594
156,30832,624,0.25089686285287427,0.0,0.7931034482758621,,,
157,31028,628,0.3204441762149746,0.0,0.8333333333333334,,,
158,31192,632,0.5493337698855919,0.0,0.6964285714285714,,,
159,31356,636,0.45745374155484075,0.0,0.7413793103448276,,,
160,31584,640,0.38672543915952895,0.0,0.72,,,
161,31780,644,0.44807523038641045,0.0,0.6842105263157895,,,
162,32008,648,0.2888273079403551,0.0,0.7936507936507936,1.1320867153854652,0.0,0.5454545454545454
163,32204,652,0.3801721606472669,0.0,0.803030303030303,,,
164,32432,656,0.2836059681947901,0.0,0.7538461538461538,,,
165,32628,660,0.3090807881129568,0.0,0.746268656716418,,,
166,32856,664,0.3269296673146097,0.0,0.8181818181818182,,,
167,33052,668,0.3612418342482594,0.0,0.8,,,
168,33248,672,0.34206452761545175,0.0,0.78125,,,
169,33444,676,0.34259242646979376,0.0,0.7540983606557377,1.0667392577600914,0.0,0.5
170,33608,680,0.3762172284526309,0.0,0.8214285714285714,,,
171,33804,684,0.29757415202964,0.25,0.8,,,
172,34032,688,0.28908494000866963,0.0,0.8214285714285714,,,
173,34196,692,0.4006044769623458,0.0,0.8275862068965517,,,
174,34392,696,0.3210591702195333,0.0,0.8382352941176471,,,
175,34620,700,0.35241424741850363,0.0,0.782608695652174,,,
176,34848,704,0.24283819322189482,0.0,0.8493150684931506,1.2950682932976794,0.0,0.475
177,35044,708,0.3508767710056784,0.0,0.8059701492537313,,,
178,35208,712,0.330615308423677,0.0,0.84375,,,
179,35436,716,0.30256948372774506,0.0,0.7857142857142857,,,
180,35632,720,0.33559438045217577,0.0,0.7796610169491526,,,
181,35860,724,0.301877829082153,0.0,0.782608695652174,,,
182,36056,728,0.3268837936080557,0.0,0.8360655737704918,,,
183,36252,732,0.26558180560715305,0.0,0.8333333333333334,1.118379492411691,0.0,0.5344827586206896
184,36416,736,0.26584977880732347,0.0,0.8983050847457628,,,
185,36580,740,0.35710387442301095,0.0,0.8360655737704918,,,
186,36744,744,0.4062549056849594,0.0,0.8275862068965517,,,
187,36972,748,0.3657683050989437,0.0,0.8082191780821918,,,
188,37168,752,0.30236593478668194,0.25,0.8103448275862069,,,
189,37364,756,0.21740498698478455,0.0,0.8833333333333333,,,
190,37592,760,0.2649956367980914,0.25,0.8783783783783784,1.1745232514064752,0.0,0.5573770491803278
191,37756,764,0.24100273287305304,0.25,0.9516129032258065,,,
192,37952,768,0.1916599282499154,0.0,0.8620689655172413,,,
193,38148,772,0.26388967134044683,0.0,0.8070175438596491,,,
194,38376,776,0.18585945685367566,0.0,0.8783783783783784,,,
195,38572,780,0.15526774425945525,0.75,0.9655172413793104,,,
196,38768,784,0.29946053789980787,0.0,0.8709677419354839,,,
197,38932,788,0.2455460861975054,0.25,0.9365079365079365,1.5619583104152388,0.0,0.41379310344827586
198,39128,792,0.19125665705509623,0.75,0.9516129032258065,,,
199,39324,796,0.18665442047900077,0.0,0.9253731343283582,,,
200,39552,800,0.2692786408399916,0.0,0.8405797101449275,,,
201,39748,804,0.2227567002501767,0.5,0.9310344827586207,,,
202,39944,808,0.1802631660836267,0.5,0.9166666666666666,,,
203,40172,812,0.3116583173287873,0.0,0.821917808219178,1.4069719644163154,0.0,0.5079365079365079
204,40400,816,0.20729596492291147,0.0,0.8513513513513513,,,
205,40564,820,0.21346987350456847,0.5,0.96875,,,
206,40792,824,0.20408527426477321,0.0,0.8676470588235294,,,
207,40988,828,0.22877752787227762,0.5,0.8870967741935484,,,
208,41216,832,0.14750997279974012,0.5,0.958904109589041,,,
209,41380,836,0.19778039033209224,0.5,0.9259259259259259,,,
210,41544,840,0.28416912559276514,0.5,0.8615384615384616,1.4974045384965213,0.0,0.45098039215686275
211,41740,844,0.2070563211226979,0.25,0.9180327868852459,,,
212,41904,848,0.21079174804430473,0.75,0.9666666666666667,,,
213,42068,852,0.21859411817522184,0.25,0.9464285714285714,,,
214,42296,856,0.17504297718404108,0.0,0.9014084507042254,,,
215,42492,860,0.22638144550703376,0.0,0.8939393939393939,,,
216,42688,864,0.288626819278761,0.0,0.8732394366197183,,,
217,42884,868,0.2064915667323949,0.25,0.8985507246376812,1.390449244626434,0.0,0.4791666666666667
218,43080,872,0.1546471888482477,0.75,0.9850746268656716,,,
219,43244,876,0.29485796343601073,0.0,0.8571428571428571,,,
220,43472,880,0.18849597943021196,0.75,0.9375,,,
221,43668,884,0.21363713059736536,0.25,0.927536231884058,,,
222,43864,888,0.17331780060578528,0.25,0.9558823529411765,,,
223,44060,892,0.2257870858591219,0.5,0.9230769230769231,,,
224,44256,896,0.21928776691990118,0.75,0.9365079365079365,1.3068029769215717,0.0,0.48214285714285715
225,44452,900,0.21205673250718243,0.25,0.9142857142857143,,,
226,44616,904,0.20895357053646224,0.25,0.8620689655172413,,,
227,44780,908,0.21253600817279064,0.5,0.9482758620689655,,,
228,44976,912,0.20728393397035083,0.0,0.90625,,,
229,45172,916,0.22914537274857028,0.0,0.8548387096774194,,,
230,45336,920,0.2508424109558914,0.5,0.9074074074074074,,,
231,45532,924,0.16291993624810175,0.25,0.9322033898305084,1.3341103772941285,0.0,0.5409836065573771
232,45760,928,0.24845649821337182,0.0,0.8529411764705882,,,
233,45988,932,0.1603007705575954,0.25,0.90625,,,
234,46216,936,0.24387828917066282,0.25,0.8767123287671232,,,
235,46412,940,0.17309713696238122,0.25,0.9117647058823529,,,
236,46576,944,0.2330448922682304,0.25,0.9180327868852459,,,
237,46804,948,0.20110366901247728,0.25,0.92,1.2403549842875519,0.0,0.4126984126984127
238,46968,952,0.2867586018210902,0.0,0.8813559322033898,,,
239,47196,956,0.20054809201029924,0.25,0.8888888888888888,,,
240,47392,960,0.24736526931368108,0.25,0.8253968253968254,,,
241,47556,964,0.20842536805033807,0.25,0.9259259259259259,,,
242,47752,968,0.21032063506237145,0.0,0.8507462686567164,,,
243,47916,972,0.30883524302317883,0.0,0.8852459016393442,,,
244,48144,976,0.19340273487290002,0.5,0.9180327868852459,1.0695750238441102,0.0,0.5555555555555556
245,48340,980,0.17773842830772138,0.25,0.9402985074626866,,,
246,48536,984,0.21435925825592644,0.25,0.9122807017543859,,,
247,48732,988,0.18384732564124295,0.5,0.9482758620689655,,,
248,48928,992,0.2538978450547083,0.0,0.8591549295774648,,,
249,49092,996,0.23211240161244895,0.25,0.9322033898305084,,,
250,49256,1000,0.29560263639161016,0.25,0.8870967741935484,,,
251,49452,1004,0.19956292470691828,0.0,0.9384615384615385,1.2404541072818212,0.0,0.45454545454545453
252,49616,1008,0.3084064535708959,0.0,0.8615384615384616,,,
